"date","driver_number","session_key","meeting_key","recording_url"
"2023-03-05T15:11:18.835000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_151055.mp3"
"2023-03-05T15:15:11.487000+00:00",77,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/VALBOT01_77_20230305_151456.mp3"
"2023-03-05T15:16:18.377000+00:00",4,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/LANNOR01_4_20230305_151548.mp3"
"2023-03-05T15:16:20.877000+00:00",23,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/ALEALB01_23_20230305_151555.mp3"
"2023-03-05T15:16:53.032000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_151611.mp3"
"2023-03-05T15:18:01.187000+00:00",44,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/LEWHAM01_44_20230305_151725.mp3"
"2023-03-05T15:19:06.893000+00:00",1,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/MAXVER01_1_20230305_151829.mp3"
"2023-03-05T15:19:07.171000+00:00",24,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/GUAZHO01_24_20230305_151859.mp3"
"2023-03-05T15:19:41.467000+00:00",1,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/MAXVER01_1_20230305_151925.mp3"
"2023-03-05T15:21:21.778000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_152101.mp3"
"2023-03-05T15:23:02.088000+00:00",18,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/LANSTR01_18_20230305_152227.mp3"
"2023-03-05T15:23:02.088000+00:00",55,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/CARSAI01_55_20230305_152246.mp3"
"2023-03-05T15:25:47.523000+00:00",14,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/FERALO01_14_20230305_152529.mp3"
"2023-03-05T15:27:27.865000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_152700.mp3"
